name,distance
Georgeanna  ,86.34180290737645
Kimberly  ,22.52018747429807
Roland  ,99.91761010374586
Una  ,7.425748514450936
Son  ,87.08793726058288
Nelson  ,27.626678345158197
Beatris  ,18.034744804019287
Cecila  ,37.33208414021646
Brenton  ,69.28711690800564
Dorthy  ,55.29177712246499
Alma  ,33.384305770764165
Celeste  ,6.6208424105363655
Alleen  ,68.2332349766058
Merna  ,92.09344227112042
Mui  ,25.900319156320982
Trevor  ,35.67832597788898
Sophie  ,12.89406902362542
Laquanda  ,93.82171597082818
Anna  ,4.703898368884141
Yaeko  ,31.004834835823313
Melodee  ,82.4408080419629
Johnathan  ,62.32402153603943
Janean  ,65.05650803832701
Elayne  ,32.372246021810845
Shela  ,22.492208674289593
Odelia  ,84.95749124405174
Alba  ,92.85700110098516
Lenora  ,19.109425307963935
Corinna  ,88.25569443119713
Larhonda  ,58.03602312035772
Marylynn  ,25.087649717252635
Clair  ,34.10256896477314
Faith  ,39.82107333045411
Shu  ,71.82123571878518
Rosanne  ,15.490969599050397
Saul  ,54.97213704554199
Tory  ,6.56146941172252
Madeleine  ,15.556015915160303
Vivienne  ,34.63696649910547
Frances  ,60.37296742280366
Caprice  ,91.18277043349924
Zulma  ,25.359602127785365
Russell  ,25.11858251626743
Felipa  ,98.51181809795513
Santana  ,3.2060658297813016
Michele  ,73.47501913405833
Cherelle  ,73.73557263176951
Mamie  ,68.92395860138248
Chong  ,18.28988331110817
Sharyl  ,36.66289523599073
Angie  ,68.89619055396682
Ela  ,91.38889876784998
Angelyn  ,66.38229422811833
Pasty  ,10.354989159110517
Ara  ,3.1792447099354137
Else  ,57.039371323210005
Dorthea  ,39.84384297819018
Venetta  ,43.358804639628765
Elma  ,15.252260237932747
Elisa  ,23.31741228103462
Loreen  ,92.46358994918026
Cheryl  ,57.47534115254157
Felica  ,76.47015186417197
Maryland  ,86.00074852373419
Tamesha  ,95.52312659229092
Perry  ,44.45748094940747
Kenna  ,63.099909047956125
Jolanda  ,45.812688940919486
Ronda  ,24.437170281279087
Trevor  ,92.72729047104849
Michaela  ,35.22824208638661
Portia  ,80.91134248406348
Inez  ,53.43209605601997
Meagan  ,26.208468158079146
Aleisha  ,8.976439906712198
Clarisa  ,5.297059518085156
Jannette  ,12.99197286366357
Yuki  ,22.51665625907513
Linn  ,45.87550645250092
Catina  ,9.99513907494517
Arletha  ,12.886012843320415
Rasheeda  ,68.56779933274393
Troy  ,76.03752287171916
Jaime  ,80.06060046126916
Lavinia  ,45.26526576816921
Jack  ,78.34077691654097
Judi  ,7.8316045879618486
Sammy  ,88.31684774607153
Alex  ,0.057889446920667
Eboni  ,88.47639299503706
Felicidad  ,97.82602692067279
Angila  ,29.455471578368442
Maire  ,54.61974791671287
Larhonda  ,43.395730676354994
Pamella  ,34.9861233809025
Chi  ,70.1427407026167
Eloisa  ,62.1567923717089
Lavonna  ,85.5098041493159
Aleen  ,62.36551501342147
Dorothy  ,49.36259990964873
Betsey  ,72.16813580521324
Lilia  ,31.473771844993937
Kassie  ,38.19812718656226
Cathleen  ,28.158441617086083
Ellena  ,11.83592660424626
Stefani  ,22.880846229492548
Pok  ,87.7384059643304
Will  ,11.6935319799931
Georgette  ,5.3484736380350455
Kevin  ,36.90855695504086
Nichol  ,67.97274060877325
Roseline  ,78.64443629187487
Rosendo  ,59.109244100929736
Tova  ,58.83353293140433
Katlyn  ,66.81732581526047
Pearl  ,9.334904724229109
Grayce  ,54.82180143372781
Leida  ,77.83699253677142
Myrna  ,93.28028958400368
Todd  ,57.386736526784986
Angelique  ,75.45996541409725
Melodie  ,82.03113974934384
Cristobal  ,5.665946732643279
Lyle  ,2.7385055668669556
Peggy  ,75.899577866488
Jazmin  ,52.20864483116364
Jackelyn  ,16.546016673281226
Caterina  ,22.13571373383374
Trenton  ,79.4348711583922
Bulah  ,52.04088764495194
Anisa  ,38.758282142031696
Malisa  ,49.29430942134434
Charline  ,12.586001107417378
Clair  ,84.00603771625582
Aracelis  ,63.143463090485085
Keith  ,96.68498638781651
Gregg  ,63.37401840891667
Jacelyn  ,47.69925319297018
Cinderella  ,30.291112067288182
January  ,96.24998571737522
Earl  ,92.89459815303886
Phoebe  ,91.68048609833508
Francine  ,27.030379652010716
Cherish  ,37.646664371128466
Marvis  ,73.56545475641923
Jon  ,83.48559934571362
Temple  ,45.21807262937087
Theodore  ,5.890470909712975
Juanita  ,17.320989742268956
Stefany  ,68.7045778394037
