Apryl,5.014015101059066
Viki,6.314164507207787
Annalisa,16.500292559919504
Marleen,41.145570067394324
Shaniqua,7.462456948822849
Jani,74.17901634246898
Carmelo,71.98294811543849
Maud,79.94601916170463
Cherish,96.74606032850248
Billy,57.576354084569516
Jeanene,51.90966757880439
Marlys,43.56431793713171
Ghislaine,58.665864861352645
Gigi,18.164152916238773
Milo,58.54243374275948
Wendie,49.922361786609756
Shawanna,14.255679347288574
Eleni,13.608817622399771
Breanna,62.17692183997466
Selene,55.76857520207058
Cheree,68.06873438333282
Avis,5.244103550217538
Marnie,19.599676677224387
Lorilee,6.170090366091408
Collette,42.88163033270597
Shellie,7.817861128365022
Maryann,0.04747018158246519
Luella,40.2066431679138
Anderson,11.285113853820395
Elanor,15.201153221011454
Debrah,98.34665196274356
Kristofer,90.73038802362852
Cathryn,75.69381413575657
Rudy,35.47133025909051
Nancee,34.85852797388823
Piedad,58.66590256955464
Porter,34.15458398622646
Raisa,56.843067407085776
Leatha,84.8167377244601
Jocelyn,66.12551711807838
Millard,77.02967957772947
Neva,54.4071110853534
Detra,29.75991824885693
Jarred,27.822829528471093
Haywood,38.15783041818466
Leona,85.36592172565194
Hong,22.361756173807954
Lani,65.28878502107275
Deloris,63.357022020546474
Lashawn,99.74096188802653
