Domenica  ,1,53.4061162022812
Shalanda  ,1,84.39576276128388
Cheryl  ,1,57.47534115254157
Anika  ,2,101.4885303587757
Cari  ,1,99.80363085936668
Arden  ,2,98.38128860922131
Phyliss  ,1,46.0901236531126
Ronna  ,2,55.5778364668492
Clair  ,2,118.10860668102896
Ligia  ,1,97.75631619104068
Alix  ,1,76.32424813798664
Georgette  ,1,5.3484736380350455
Maire  ,1,54.61974791671287
Noble  ,1,97.12035447352736
Elanor  ,1,99.46298568823119
Tomi  ,2,72.39662516482815
Merrilee  ,1,89.64133946713402
Christen  ,1,85.5911766319278
Alda  ,2,19.416506556330315
Shela  ,1,22.492208674289593
Dorthy  ,1,55.29177712246499
Sherill  ,2,95.32696606298886
Patrina  ,1,56.52543918964991
Lenora  ,1,19.109425307963935
Earl  ,1,92.89459815303886
Pasty  ,1,10.354989159110517
Lincoln  ,1,31.63616314198221
Saul  ,1,54.97213704554199
Leatha  ,1,83.93849849605111
Caterina  ,1,22.13571373383374
Asa  ,1,63.78267886681397
Glynis  ,3,205.82148177564366
Sanjuana  ,1,39.745043588519295
Larhonda  ,2,101.43175379671271
Una  ,1,7.425748514450936
Marybeth  ,1,67.96978579266238
Ernesto  ,2,98.88342077379905
Aracelis  ,1,63.143463090485085
Bok  ,1,94.04256842590738
Troy  ,1,76.03752287171916
Mattie  ,1,32.700524167453224
Santana  ,1,3.2060658297813016
Jerald  ,1,86.47548423068233
Lyda  ,2,122.12099856623387
Lyndsey  ,1,54.333214914828595
Leida  ,1,77.83699253677142
Amiee  ,1,70.59000235348525
Enda  ,1,13.53530396153979
Janean  ,1,65.05650803832701
Kendall  ,1,86.10258614892639
Georgeanna  ,1,86.34180290737645
Elroy  ,1,4.050591399530146
Lexie  ,2,111.16534130122649
Marnie  ,1,93.05218310311595
Elvis  ,1,19.09313876076233
Margit  ,1,89.22600333989101
Sunny  ,1,56.67172409611094
Joie  ,1,72.65091935248262
Nichol  ,1,67.97274060877325
Charla  ,1,18.516823708641795
Dominque  ,1,78.48974716939793
Perry  ,1,44.45748094940747
Melodee  ,1,82.4408080419629
Weston  ,1,61.63166638007615
Ronda  ,3,174.8104928339312
Eloisa  ,1,62.1567923717089
Alison  ,2,157.3842708661651
Ashley  ,1,96.6450203250176
Marquis  ,1,59.679741076154144
Brigida  ,1,1.6124196188273876
Theodore  ,1,5.890470909712975
Britta  ,1,81.27691370844371
Valentina  ,1,94.75311053501888
Odelia  ,1,84.95749124405174
Stefany  ,1,68.7045778394037
Annelle  ,1,74.95711775037958
Nicole  ,1,25.430921397856576
Cherelle  ,2,121.854113644926
Ailene  ,2,97.90269081260145
Coleen  ,1,66.8279827213436
Betsey  ,1,72.16813580521324
Audra  ,1,47.553915045195296
Mui  ,1,25.900319156320982
Cecila  ,1,37.33208414021646
Dorthea  ,1,39.84384297819018
Portia  ,1,80.91134248406348
Chassidy  ,1,54.154806422232625
Tenesha  ,2,68.7956867985561
Randell  ,2,136.04042189637357
Tamie  ,1,9.790044473446446
Kenna  ,1,63.099909047956125
Marlena  ,1,49.03716039915976
Shaniqua  ,1,66.16417778586016
Bud  ,1,35.37844876083279
Silvana  ,1,27.28626224000331
Rosanne  ,1,15.490969599050397
Norberto  ,1,77.00370438393101
Maximo  ,2,130.9479235246721
Alba  ,1,92.85700110098516
Setsuko  ,1,93.40096242314416
Myrna  ,1,93.28028958400368
Thu  ,1,17.216153137919378
Pok  ,1,87.7384059643304
Tanisha  ,1,35.960454765715276
Tianna  ,1,38.62427681024209
Felipa  ,1,98.51181809795513
Kyle  ,2,110.5571815770324
